City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Nurobod,UZ,2021-10-18 03:12:29,40.9056,69.8023,43.65,30,97,0.51
297,Bendigo,AU,2021-10-18 03:12:29,-36.7667,144.2833,70.86,49,100,1.99
298,Tarko-Sale,RU,2021-10-18 03:12:30,64.9225,77.785,39.04,94,100,19.28
299,Murgab,TM,2021-10-18 03:12:30,37.4966,61.9714,42.67,52,0,4.61
300,Santa Lucia,ES,2021-10-18 03:12:31,27.9117,-15.5407,70.77,34,0,12.66
301,Alice,US,2021-10-18 03:12:31,27.7523,-98.0697,67.41,75,1,5.75
302,Hobyo,SO,2021-10-18 03:12:32,5.3505,48.5268,78.21,86,100,9.98
303,Hithadhoo,MV,2021-10-18 03:12:32,-0.6,73.0833,81.91,76,88,11.1
304,Egvekinot,RU,2021-10-18 03:12:33,66.3167,-179.1667,16.9,76,100,5.1
305,Alofi,NU,2021-10-18 03:12:33,-19.0595,-169.9187,77.45,77,23,21.5
306,Kirakira,SB,2021-10-18 03:12:34,-10.4544,161.9205,83.68,74,44,2.98
307,Saint-Ambroise,CA,2021-10-18 03:12:34,48.5501,-71.3324,48.58,91,83,6.51
308,Calbuco,CL,2021-10-18 03:11:23,-41.768,-73.1273,45.61,81,43,8.75
309,Lompoc,US,2021-10-18 03:12:35,34.6391,-120.4579,61.11,80,1,3.44
310,Juneau,US,2021-10-18 03:12:15,58.3019,-134.4197,38.21,91,90,0.0
311,Araouane,ML,2021-10-18 03:12:36,18.9048,-3.5265,80.13,14,52,12.48
312,Winneba,GH,2021-10-18 03:12:37,5.3511,-0.6231,77.31,89,61,8.46
313,Agropoli,IT,2021-10-18 03:12:37,40.3469,14.9966,57.76,74,0,4.16
314,Kang,BW,2021-10-18 03:12:37,-23.6752,22.7876,54.9,14,18,12.88
315,Ahipara,NZ,2021-10-18 03:12:38,-35.1667,173.1667,64.58,68,1,7.61
316,Venezuela,VE,2021-10-18 03:12:38,8.0,-66.0,75.96,89,56,18.81
317,Assiniboia,CA,2021-10-18 03:12:39,49.6334,-105.9845,58.93,34,0,12.03
318,Les Cayes,HT,2021-10-18 03:12:39,18.2,-73.75,78.42,83,11,4.97
319,Lipari,IT,2021-10-18 03:12:40,38.4674,14.954,62.53,67,0,4.25
320,Saint-Louis,SN,2021-10-18 03:12:40,16.3333,-15.0,82.74,60,100,10.83
321,Lata,PT,2021-10-18 03:12:41,40.1629,-8.3327,66.04,95,100,2.13
322,Labelle,US,2021-10-18 03:12:41,26.7617,-81.4384,78.03,67,80,12.37
323,Mpophomeni,ZA,2021-10-18 03:12:42,-29.5682,30.1862,44.44,96,100,2.15
324,Magole,TZ,2021-10-18 03:12:42,-6.3667,37.3667,70.03,86,86,3.8
325,Vilyuysk,RU,2021-10-18 03:12:43,63.7553,121.6247,22.82,91,100,8.88
326,Nabisar,PK,2021-10-18 03:12:43,25.0685,69.6419,81.41,22,0,8.01
327,Svetlaya,RU,2021-10-18 03:12:44,46.5389,138.3297,40.78,35,14,10.42
328,Dalby,AU,2021-10-18 03:12:45,-27.1833,151.2667,63.99,75,92,8.01
329,Camacha,PT,2021-10-18 03:12:45,33.0833,-16.3333,67.42,83,40,5.75
330,Andenes,NO,2021-10-18 03:12:46,69.3143,16.1194,35.58,80,20,21.85
331,Constantine,DZ,2021-10-18 03:12:46,36.365,6.6147,53.65,88,17,1.52
332,Svetlogorsk,BY,2021-10-18 03:12:47,52.6333,29.7333,38.41,85,100,8.88
333,Constitucion,CL,2021-10-18 03:12:47,-35.3333,-72.4167,52.63,74,0,7.67
334,Bialong,PH,2021-10-18 03:12:48,6.9806,124.8889,89.65,63,66,1.41
335,Abu Samrah,SY,2021-10-18 03:12:48,35.3029,37.1841,62.64,72,6,11.54
336,Nanakuli,US,2021-10-18 03:12:49,21.3906,-158.1547,82.35,61,1,12.66
337,Groningen,NL,2021-10-18 03:07:59,53.25,6.75,52.03,72,70,1.99
338,Namibe,AO,2021-10-18 03:12:50,-15.1961,12.1522,61.86,88,17,4.79
339,Toyooka,JP,2021-10-18 03:12:50,35.5333,134.8333,60.4,57,84,5.57
340,Chimbote,PE,2021-10-18 03:12:51,-9.0853,-78.5783,62.58,88,100,8.7
341,Porto Walter,BR,2021-10-18 03:12:51,-8.2686,-72.7439,73.38,94,100,2.15
342,Verkhoyansk,RU,2021-10-18 03:12:52,67.5447,133.385,7.27,85,77,3.76
343,Geraldton,AU,2021-10-18 03:12:52,-28.7667,114.6,73.81,38,0,14.97
344,Alappuzha,IN,2021-10-18 03:09:39,9.49,76.3264,81.34,80,100,12.82
345,Bambanglipuro,ID,2021-10-18 03:12:53,-7.95,110.2833,90.79,54,57,0.49
346,La Ronge,CA,2021-10-18 03:12:54,55.1001,-105.2842,45.07,81,14,6.69
347,Altay,CN,2021-10-18 03:12:54,47.8667,88.1167,44.64,44,2,4.41
348,Havre-Saint-Pierre,CA,2021-10-18 03:12:55,50.2334,-63.5986,46.76,93,90,23.02
349,Pangai,TO,2021-10-18 03:12:56,-19.8,-174.35,77.45,80,30,20.71
350,Port Keats,AU,2021-10-18 03:12:56,-14.25,129.55,91.22,53,99,11.07
351,Fontem,CM,2021-10-18 03:12:57,5.4685,9.8818,66.83,99,100,0.63
352,Manturovo,RU,2021-10-18 03:12:57,58.3353,44.7619,39.65,88,100,6.93
353,Monroe,US,2021-10-18 03:12:58,43.1501,-77.6831,49.96,85,40,9.22
354,Guerrero Negro,MX,2021-10-18 03:12:59,27.9769,-114.0611,68.86,74,100,12.68
355,San Rafael,AR,2021-10-18 03:11:25,-34.6177,-68.3301,57.07,32,0,0.83
356,Mayumba,GA,2021-10-18 03:12:59,-3.432,10.6554,75.92,86,100,5.7
357,Mweka,CD,2021-10-18 03:13:00,-4.85,21.5667,68.09,99,94,0.96
358,Bratsk,RU,2021-10-18 03:13:00,56.1325,101.6142,32.49,65,11,7.63
359,Leningradskiy,RU,2021-10-18 03:13:01,69.3833,178.4167,12.94,95,100,0.45
360,Ixtapa,MX,2021-10-18 03:13:02,20.7,-105.2,76.55,95,32,2.3
361,Pacific Grove,US,2021-10-18 03:13:03,36.6177,-121.9166,57.61,89,75,3.0
362,Champasak,LA,2021-10-18 03:13:03,14.75,106.0,82.42,71,100,2.19
363,Kapuskasing,CA,2021-10-18 03:13:04,49.4169,-82.4331,39.29,93,90,5.75
364,Kupang,ID,2021-10-18 03:13:04,-10.1667,123.5833,90.18,58,20,10.36
365,Swan Hill,AU,2021-10-18 03:13:05,-35.3378,143.5544,78.84,24,100,15.19
366,Kiama,AU,2021-10-18 03:13:05,-34.6833,150.8667,80.01,47,0,11.99
367,Aswan,EG,2021-10-18 03:13:05,24.0934,32.907,77.7,24,0,14.63
368,Khasan,RU,2021-10-18 03:13:06,42.4308,130.6434,52.39,48,100,11.45
369,Kathmandu,NP,2021-10-18 03:08:32,27.7167,85.3167,70.02,94,75,2.3
370,Kahului,US,2021-10-18 03:13:07,20.8947,-156.47,80.62,74,40,24.16
371,Catuday,PH,2021-10-18 03:13:07,16.2923,119.8062,84.29,66,51,7.67
372,Sebastian,US,2021-10-18 03:13:08,35.1668,-94.2669,57.07,61,24,2.84
373,Okhotsk,RU,2021-10-18 03:13:09,59.3833,143.3,19.89,57,8,22.66
374,Sinnamary,GF,2021-10-18 03:13:09,5.3833,-52.95,79.11,87,62,7.96
375,Bamnet Narong,TH,2021-10-18 03:13:10,15.4992,101.6897,69.55,92,100,13.35
376,Labuhan,ID,2021-10-18 03:13:10,-6.8844,112.2051,88.93,60,80,10.38
377,Gewane,ET,2021-10-18 03:13:11,10.1664,40.6453,80.71,29,28,2.68
378,Kumo,NG,2021-10-18 03:13:11,10.0447,11.2122,75.34,80,91,4.47
379,Chake Chake,TZ,2021-10-18 03:13:12,-5.2459,39.7666,74.03,84,18,6.87
380,Lensk,RU,2021-10-18 03:13:12,60.7253,114.9278,28.44,86,100,16.2
381,Sibut,CF,2021-10-18 03:13:13,5.718,19.0739,70.23,96,97,1.95
382,Port-Gentil,GA,2021-10-18 03:13:13,-0.7193,8.7815,77.63,84,100,12.19
383,Jalu,LY,2021-10-18 03:13:14,29.0331,21.5482,66.85,42,0,8.32
384,Csurgo,HU,2021-10-18 03:13:14,46.2531,17.1006,35.22,77,9,0.98
385,Louis Trichardt,ZA,2021-10-18 03:13:15,-23.0439,29.9032,55.81,92,99,10.83
386,Maple Creek,CA,2021-10-18 03:13:15,49.9168,-109.4848,57.96,28,9,8.99
387,Pingliang,CN,2021-10-18 03:13:16,35.5392,106.6861,56.23,35,1,11.18
388,Rochester,US,2021-10-18 03:09:35,43.1548,-77.6156,50.09,87,40,9.22
389,Marzuq,YE,2021-10-18 03:13:16,14.4,46.4667,72.07,39,80,1.43
390,Warrnambool,AU,2021-10-18 03:13:17,-38.3833,142.4833,59.81,66,98,15.05
391,Naze,JP,2021-10-18 03:13:17,28.3667,129.4833,74.03,54,100,12.01
392,Yenagoa,NG,2021-10-18 03:13:18,4.9247,6.2642,75.06,94,100,2.19
393,Namtsy,RU,2021-10-18 03:13:19,62.7161,129.6658,21.31,72,98,5.41
394,Leshukonskoye,RU,2021-10-18 03:13:19,64.8989,45.7622,35.74,97,100,9.24
395,Cochabamba,BO,2021-10-18 03:13:20,-17.3895,-66.1568,67.19,33,41,0.67
396,Soltsy,RU,2021-10-18 03:13:20,58.1239,30.3238,37.42,80,39,10.92
397,Vrede,ZA,2021-10-18 03:13:21,-27.4257,29.1659,45.64,84,54,8.34
398,Waipawa,NZ,2021-10-18 03:13:22,-41.4122,175.5153,59.63,66,1,17.65
399,Nome,US,2021-10-18 03:12:16,64.5011,-165.4064,26.67,64,1,10.36
400,Campos Belos,BR,2021-10-18 03:13:22,-13.0367,-46.7717,77.97,62,98,2.68
401,Anadyr,RU,2021-10-18 03:13:23,64.75,177.4833,27.1,86,90,17.0
402,Kieta,PG,2021-10-18 03:13:23,-6.2167,155.6333,85.33,62,85,5.37
403,Gasa,PS,2021-10-18 03:13:24,31.5,34.4667,69.78,70,90,5.68
404,Pontianak,ID,2021-10-18 03:13:24,-0.0333,109.3333,84.18,79,75,6.91
405,Pacifica,US,2021-10-18 03:13:25,37.6138,-122.4869,57.11,90,90,1.99
406,Adrar,MR,2021-10-18 03:13:25,20.5022,-10.0711,83.35,12,100,8.34
407,Benguela,AO,2021-10-18 03:13:26,-12.5763,13.4055,72.28,82,7,1.5
408,Kajaani,FI,2021-10-18 03:13:26,64.2273,27.7285,35.65,100,90,11.5
409,Luis Correia,BR,2021-10-18 03:13:27,-2.8792,-41.6669,79.93,84,77,13.65
410,Bandarbeyla,SO,2021-10-18 03:13:27,9.4942,50.8122,75.9,88,24,12.01
411,Ballina,AU,2021-10-18 03:13:28,-28.8667,153.5667,74.79,81,99,13.35
412,Daverdisse,BE,2021-10-18 03:13:29,50.0167,5.1167,44.13,90,3,5.59
413,Balkanabat,TM,2021-10-18 03:13:29,39.5108,54.3671,62.78,16,0,5.59
414,Kuryk,KZ,2021-10-18 03:13:29,43.2,51.65,57.36,31,100,11.25
415,Padang,ID,2021-10-18 03:13:30,-0.9492,100.3543,82.45,72,100,1.63
416,Barsovo,RU,2021-10-18 03:13:30,61.1667,73.1667,41.13,88,76,10.71
417,San Cristobal,VE,2021-10-18 03:13:31,7.7669,-72.225,71.78,88,100,1.34
418,Nouadhibou,MR,2021-10-18 03:13:31,20.931,-17.0347,74.48,57,0,15.14
419,Arica,CL,2021-10-18 03:13:32,-18.475,-70.3042,61.03,77,90,8.05
420,Liverpool,GB,2021-10-18 03:13:32,53.4106,-2.9779,55.69,87,100,5.01
421,Srandakan,ID,2021-10-18 03:13:33,-7.9386,110.2506,90.73,54,59,1.59
422,Moose Factory,CA,2021-10-18 03:13:33,51.2585,-80.6094,40.98,87,90,9.22
423,Berdigestyakh,RU,2021-10-18 03:13:34,62.0989,126.6992,19.72,72,92,7.4
424,Pimentel,PE,2021-10-18 03:13:34,-6.8367,-79.9342,63.57,88,92,12.62
425,Cayambe,EC,2021-10-18 03:10:02,0.05,-78.1333,47.46,89,70,1.74
426,Kerema,PG,2021-10-18 03:13:35,-7.9631,145.7785,84.25,69,96,7.74
427,Havoysund,NO,2021-10-18 03:13:36,70.9963,24.6622,32.88,75,100,25.23
428,Kuala Lipis,MY,2021-10-18 03:13:37,4.1842,102.0468,86.04,61,100,0.25
429,Sande,DE,2021-10-18 03:13:37,53.5049,8.0142,51.19,75,93,10.58
430,Paray-Le-Monial,FR,2021-10-18 03:13:38,46.4546,4.1158,42.48,99,90,2.3
431,North Bend,US,2021-10-18 03:13:39,43.4065,-124.2243,51.85,94,90,10.36
432,Ornskoldsvik,SE,2021-10-18 03:13:39,63.2909,18.7153,38.35,75,90,11.5
433,Havre,FR,2021-10-18 03:13:39,49.5833,0.3333,50.4,87,0,5.75
434,Panjab,AF,2021-10-18 03:13:40,34.388,67.0233,42.21,21,0,2.15
435,Pak Phanang,TH,2021-10-18 03:13:41,8.3511,100.202,79.59,82,100,10.89
436,Cherepovets,RU,2021-10-18 03:13:41,59.1333,37.9,30.02,100,0,4.47
437,Karlstad,SE,2021-10-18 03:13:42,59.3793,13.5036,30.76,93,29,5.75
438,Sokolo,ML,2021-10-18 03:13:42,14.7328,-6.1219,83.35,13,100,7.54
439,Tiarei,PF,2021-10-18 03:13:43,-17.5333,-149.3333,84.0,76,37,19.98
440,Dong Xoai,VN,2021-10-18 03:10:24,11.5333,106.9167,84.54,70,100,1.61
441,Brentwood,US,2021-10-18 03:13:43,40.7812,-73.2462,56.95,72,20,1.99
442,Van,TR,2021-10-18 03:13:44,38.4924,43.3831,51.15,62,75,2.3
443,Praia Da Vitoria,PT,2021-10-18 03:13:44,38.7333,-27.0667,70.75,94,100,9.46
444,Tuy Hoa,VN,2021-10-18 03:13:45,13.0833,109.3,82.27,81,100,6.89
445,Hofu,JP,2021-10-18 03:13:45,34.05,131.5667,66.07,44,33,3.6
446,San Isidro,PE,2021-10-18 03:13:46,-12.1167,-77.05,63.01,84,40,10.36
447,Vigrestad,NO,2021-10-18 03:13:46,58.5667,5.7,37.96,60,100,6.33
448,Los Llanos De Aridane,ES,2021-10-18 03:13:47,28.6585,-17.9182,67.75,88,0,5.75
449,Nichinan,JP,2021-10-18 03:13:47,31.6,131.3667,68.76,56,100,10.69
450,Vila Franca Do Campo,PT,2021-10-18 03:13:48,37.7167,-25.4333,72.01,94,100,12.68
451,Vanimo,PG,2021-10-18 03:13:48,-2.6741,141.3028,88.74,61,22,9.28
452,Luorong,CN,2021-10-18 03:13:48,24.4058,109.6086,64.69,66,87,4.94
453,Buala,SB,2021-10-18 03:13:49,-8.145,159.5921,86.18,64,57,1.77
454,Batabano,CU,2021-10-18 03:13:50,22.7164,-82.2881,72.21,83,22,7.11
455,Moussoro,TD,2021-10-18 03:13:50,13.6408,16.4901,83.7,44,97,9.1
456,Thinadhoo,MV,2021-10-18 03:13:51,0.5333,72.9333,82.58,75,87,12.01
457,Puerto Colombia,CO,2021-10-18 03:13:51,10.9878,-74.9547,77.09,78,78,3.71
458,Guymon,US,2021-10-18 03:13:52,36.6828,-101.4816,55.42,35,1,11.5
459,Matanza,CO,2021-10-18 03:13:52,7.3223,-73.0152,60.08,89,99,4.88
460,Lusambo,CD,2021-10-18 03:13:53,-4.9667,23.45,69.28,96,92,1.14
461,Arrifes,PT,2021-10-18 03:13:54,37.7667,-25.7,70.05,100,75,10.36
462,Kirkwall,GB,2021-10-18 03:13:55,58.9848,-2.9587,52.14,88,90,14.97
463,Etaples,FR,2021-10-18 03:13:55,50.5219,1.6332,57.07,93,0,5.75
464,Cayenne,GF,2021-10-18 03:11:35,4.9333,-52.3333,82.09,85,33,1.01
465,Hudson Bay,CA,2021-10-18 03:13:56,52.85,-102.3842,50.99,51,15,5.35
466,San Quintin,MX,2021-10-18 03:13:56,30.4833,-115.95,64.22,82,0,8.9
467,Malanville,BJ,2021-10-18 03:13:57,11.8685,3.3899,75.9,83,56,6.04
468,Mbalmayo,CM,2021-10-18 03:13:57,3.5167,11.5,68.04,99,100,2.8
469,Kaoma,ZM,2021-10-18 03:13:58,-14.7833,24.8,73.76,30,83,4.47
470,Akdepe,TM,2021-10-18 03:13:58,42.0551,59.3788,41.09,28,0,7.92
471,Ust-Nera,RU,2021-10-18 03:13:59,64.5667,143.2,4.26,85,77,3.24
472,Sambava,MG,2021-10-18 03:13:59,-14.2667,50.1667,72.86,87,65,10.18
473,Paoua,CF,2021-10-18 03:14:00,7.2427,16.4406,68.47,95,100,2.08
474,Kununurra,AU,2021-10-18 03:14:00,-15.7667,128.7333,98.58,30,100,11.5
475,Aklavik,CA,2021-10-18 03:14:01,68.2191,-135.0107,20.16,85,15,8.03
476,Dubrovka,RU,2021-10-18 03:14:01,53.6907,33.5071,40.98,82,99,10.8
477,Sangar,RU,2021-10-18 03:14:02,63.9242,127.4739,14.67,76,80,0.98
478,Komsomolskiy,UZ,2021-10-18 03:14:03,40.4272,71.7189,52.52,58,100,4.61
479,Pasighat,IN,2021-10-18 03:14:03,28.0667,95.3333,86.49,57,36,1.41
480,Nexo,DK,2021-10-18 03:14:04,55.0607,15.1306,41.09,75,33,6.85
481,Pendleton,US,2021-10-18 03:13:56,45.6721,-118.7886,60.91,50,20,0.0
482,Sabang,ID,2021-10-18 03:14:05,5.8933,95.3214,82.45,70,100,6.58
483,Port Augusta,AU,2021-10-18 03:14:05,-32.5,137.7667,84.7,31,12,13.11
484,Namatanai,PG,2021-10-18 03:14:06,-3.6667,152.4333,85.89,65,64,8.68
485,Golden,US,2021-10-18 03:14:06,39.7555,-105.2211,60.42,31,1,3.0
486,Nantucket,US,2021-10-18 03:14:06,41.2835,-70.0995,57.96,71,1,8.05
487,Anchorage,US,2021-10-18 03:13:30,61.2181,-149.9003,40.32,80,75,1.01
488,Lazaro Cardenas,MX,2021-10-18 03:14:07,17.9583,-102.2,79.9,84,4,3.96
489,Wajir,KE,2021-10-18 03:14:08,1.7471,40.0573,74.86,74,100,12.03
490,Kalabo,ZM,2021-10-18 03:14:08,-14.97,22.6814,72.54,43,83,2.89
491,Ust-Maya,RU,2021-10-18 03:14:09,60.4167,134.5333,19.44,61,100,7.58
492,Valparaiso,CL,2021-10-18 03:09:48,-33.0393,-71.6273,55.04,66,0,4.61
493,Kiryas Joel,US,2021-10-18 03:14:10,41.342,-74.1679,52.48,82,40,11.5
494,Cabra,ES,2021-10-18 03:14:10,37.4725,-4.4421,63.9,63,100,2.19
495,Makaha,US,2021-10-18 03:14:11,21.4694,-158.2175,82.31,69,90,9.22
496,Palma Del Rio,ES,2021-10-18 03:14:11,37.7002,-5.2812,67.06,72,96,4.41
497,Aripuana,BR,2021-10-18 03:14:12,-9.1667,-60.6333,73.87,95,100,1.16
498,Bintulu,MY,2021-10-18 03:14:12,3.1667,113.0333,84.34,71,46,2.68
499,Port Hueneme,US,2021-10-18 03:14:13,34.1478,-119.1951,65.32,81,1,3.44
500,Pimenta Bueno,BR,2021-10-18 03:14:13,-11.6725,-61.1936,74.16,93,93,1.1
501,Hualmay,PE,2021-10-18 03:14:14,-11.0964,-77.6139,63.03,86,100,9.06
502,Zdvinsk,RU,2021-10-18 03:14:14,54.7021,78.661,40.03,71,87,8.03
503,Gaspe,CA,2021-10-18 03:11:21,48.8334,-64.4819,57.42,94,75,12.66
504,San Antonio,US,2021-10-18 03:10:07,29.4241,-98.4936,63.1,60,20,8.05
505,Zhuzhou,CN,2021-10-18 03:14:15,27.8333,113.15,62.26,75,98,1.43
506,Axim,GH,2021-10-18 03:14:16,4.8699,-2.2405,77.59,85,85,6.02
507,Prince Rupert,CA,2021-10-18 03:12:47,54.3161,-130.3201,41.76,79,30,2.68
508,Mlimba,TZ,2021-10-18 03:14:17,-8.8,35.8167,71.58,81,54,5.75
509,Te Anau,NZ,2021-10-18 03:14:17,-45.4167,167.7167,61.23,54,11,4.7
510,Raisinghnagar,IN,2021-10-18 03:14:17,29.5358,73.4492,77.09,63,0,8.84
511,Businga,CD,2021-10-18 03:14:18,3.3333,20.8833,69.98,99,100,0.89
512,Ko Samui,TH,2021-10-18 03:14:18,9.5357,99.9357,78.37,81,100,6.49
513,Yar-Sale,RU,2021-10-18 03:14:19,66.8333,70.8333,38.8,95,100,17.38
514,Castanos,MX,2021-10-18 03:14:20,26.7833,-101.4167,64.35,44,5,1.43
515,Atambua,ID,2021-10-18 03:14:20,-9.1061,124.8925,87.91,54,46,5.68
516,Texarkana,US,2021-10-18 03:14:20,33.4251,-94.0477,62.82,53,1,1.99
517,Huilong,CN,2021-10-18 03:14:21,31.8111,121.655,67.03,58,100,2.84
518,Tessalit,ML,2021-10-18 03:14:22,20.1986,1.0114,79.14,15,2,9.95
519,Guanica,PR,2021-10-18 03:14:22,17.9716,-66.908,80.24,90,49,3.0
520,Mugur-Aksy,RU,2021-10-18 03:14:23,50.35,90.5,28.58,57,0,2.55
521,Mayo,US,2021-10-18 03:14:23,38.8876,-76.5119,57.31,71,40,3.44
522,Lodja,CD,2021-10-18 03:14:24,-3.4833,23.4333,68.65,99,91,1.7
523,Port Lincoln,AU,2021-10-18 03:14:24,-34.7333,135.8667,63.66,59,70,10.02
524,Haverhill,US,2021-10-18 03:10:08,42.7762,-71.0773,53.06,85,20,1.99
525,Yashan,CN,2021-10-18 03:14:25,22.1975,109.9419,66.92,74,99,8.9
526,Talakan,RU,2021-10-18 03:14:26,50.3167,130.3667,31.46,29,2,6.82
527,Pontal Do Parana,BR,2021-10-18 03:14:26,-25.6533,-48.5128,70.41,95,100,5.73
528,The Valley,AI,2021-10-18 03:14:27,18.217,-63.0578,83.1,71,15,2.04
529,Oktyabrskiy,RU,2021-10-18 03:14:27,54.4815,53.471,48.78,84,100,10.36
530,Teyateyaneng,LS,2021-10-18 03:14:28,-29.1472,27.7489,39.18,37,0,1.39
